Zip_5,MedianHouseholdIncome
23824,59289.0
23829,87478.0
23830,114063.0
23833,95931.0
23834,82314.0
23836,102114.0
23840,72061.0
23841,68487.0
23850,80809.0
23872,75286.0
23878,91092.0
23879,76184.0
23890,83674.0
23893,83529.0
23897,60938.0
23915,48317.0
23920,77243.0
23922,97772.0
23930,59693.0
23934,118333.0
23947,53750.0
23963,61406.0
23966,58101.0
23970,57225.0
24019,75329.0
24054,57668.0
24058,58107.0
24059,63644.0
24064,78295.0
24069,51761.0
24073,75103.0
24079,70893.0
24082,54389.0
24083,106960.0
24086,118707.0
24088,39905.0
24101,82331.0
24112,47059.0
24122,65238.0
24133,55321.0
24134,63550.0
24139,29050.0
24147,49167.0
24151,65267.0
